AT,V,PE
23.09,60.95,450.31
27.17,61.25,435.9
26.44,71.64,435.61
27.23,44.05,440.2
17.68,40.89,462.08
27.18,79.05,434.01
27.89,68.12,435.69
13.5,54.3,468.92
28.11,66.17,444.2
28.75,70.02,440.31
25.56,74.99,433.63
12.84,50.59,470.96
20.18,56.53,454.14
25.65,69.45,436.24
21.08,52.05,453.4
14.33,45.51,468.92
29.13,62.26,436.37
31.73,74.67,425.34
18,53.16,455.69
12.39,44.58,475.37
28.26,63.13,440.58
14.59,42.44,470.86
16.22,46.36,460.73
25.99,59.54,441.32
20.84,59.8,451.13
26.85,74.16,431.16
7.24,39.04,485.57
14.01,43.34,463.81
17.66,44.9,457.11
11.6,40.96,473.66
16.72,44.78,453.39
12.77,40.71,471.59
11.08,38.16,473.32
8.96,40.02,475.47
9.86,41.01,467.37
17.18,46,454.02
14.5,53.82,464.27
24.01,65.18,437.27
24.79,67.83,438.36
11.67,44.6,467.96
21.28,70.32,439
20.96,69.48,444.31
26.57,73.21,431.68
16.43,48.06,459.63
26.22,65.34,444.06
24.88,52.36,452.31
12.22,40.71,477.07
22.28,58.12,448.97
9.14,37.36,491.97
27.34,70.98,438.73
24.9,58.49,444.19
13.26,40.83,472.14
21.86,64.45,457.8
18.55,41.85,467.51
26.26,74.9,437.44
5.15,40.78,483.03
10.8,39.58,478.24
27.99,71.64,437.81
18.4,50.16,453.78
15.17,36.71,471.93
13.18,40.83,472.36
30.37,67.45,431.38
24.88,71.94,433.3
14.87,42.77,462.03
20.34,69.45,442.73
5.71,40.77,485.75
28.62,79.74,436.12
12.75,39.58,473.46
19.76,48.92,456.69
19.75,54.2,448.89
11.61,41.17,476.81
9.63,43.02,480.21
26.65,63.78,440.26
24.63,65.38,446.23
19.94,56.53,453.8
15.18,43.67,467.74
25.79,63.9,442.7
12.64,40.71,476.37
21.7,70.32,438.52
12.19,40.23,474.91
27.73,67.69,431.72
20.83,70.72,446.48
16.7,46.18,456.2
8.27,39.64,479.91
27.17,67.45,429.87
14.92,46.18,465.63
27.47,66.86,437.45
9.72,41.44,481.85
19.97,50.78,446.57
18.37,51.86,461.14
14.85,40.8,471.78
22.92,60.37,438.86
15.2,40.55,465.09
28.07,61.47,442.59
10.72,41.17,479.21
16.09,48.78,454.23
18.68,53.29,459.89
14.48,40.83,469.64
28.41,61.47,442.54
24.03,62.44,430.66
28.31,74.33,428.46
21.79,60.93,443.01
28.53,69.84,427.72
9.84,36.66,477.62
34.66,74.33,425.89
21.99,58.96,453.38
23.69,73.67,437.57
21.94,64.69,449.36
14.51,49.83,460.45
13.72,45.09,466.24
15.03,43.71,463.12
6.99,39.37,487.18
28.03,68.67,438.8
10.9,41.93,477.93
5.51,41.03,491.84
17.02,51.86,460
14.39,44.21,465.03
24.05,70.4,442.07
20.99,50.78,449.07
21.02,61.5,448.08
31.01,69.13,425.69
12.38,41.62,461.07
23.37,70.94,441.56
12.22,40.78,464.12
15.28,48.14,460.75
25.09,57.43,446.11
23.87,50.39,452.59
15.43,40.89,468.35
24.34,48.78,448.54
25.09,71.58,434.51
16.37,53.16,459.52
11.8,41.54,476.12
24.85,68.37,442.66
17.16,40.55,461.58
13.09,54.3,471
10.25,41.46,479.28
28.39,65.51,438.78
31.55,69.75,435.01
23.84,49.21,445.44
14.46,42.86,464.44
24.16,65.06,442.32
20.82,63.77,448.9
17,49.78,453.77
11.45,45.01,470.4
18.26,58.96,457.43
10.74,43.67,477.32
20.89,67.71,445.39
11.82,41.54,476.97
25.44,65.06,440.09
29.92,69.75,441.5
21.11,58.49,449.16
14.6,53.82,462.86
25.96,63.78,443.8
18.32,39.53,454.44
21.36,68.28,445.91
15.7,42.99,464.59
26.82,75.08,441.14
15.22,41.35,464.56
27.68,69.34,436.37
27.14,70.32,427.21
28.99,54.2,442.6
32.55,69.89,428.84
27.01,63.78,442.6
6.31,42.07,483.27
23.31,60.08,452.65
10.66,41.93,479.61
26.82,64.96,427.51
12.36,45.09,467.2
10.2,40.67,482.26
29.17,74.34,433.03
12.03,40.75,474.97
31.27,69.13,425.48
24.8,72.24,435.25
24.43,72.43,434.71
24.14,63.21,440.74
28.13,56.9,436.95
19.15,39.72,457.45
11.05,40.75,478.07
25.23,66.44,438.28
26.86,70.47,434.59
12.15,71.14,462.51
18.5,41.85,466.8
21.93,58.96,453.42
10.14,45.01,473.56
14.04,48.79,464.09
24.14,60.07,440.17
13.48,41.44,471.39
14.26,43.34,464.62
19.99,65.94,447.22
16.52,53.16,457.81
22.75,58.79,445.67
15.31,40.66,458.26
21.33,58.46,445.27
30.28,74.67,428.27
19.08,44.63,455.95
23.94,51.95,451.84
21.12,62.52,450.93
22.61,60.27,440.98
14.85,44.63,460.06
27.26,63.77,436.01
31.96,71.29,433.04
25.3,58.46,439.25
24.49,65.61,447.26
24.44,72.99,435.47
17.89,44.78,457.74
11.92,43.8,470.33
23.34,63.73,443.68
18.89,66.86,454.02
18.63,50.16,450.14
24.43,60.07,444.71
9.83,41.17,478.21
16.68,43.14,459.83
22.29,45.01,449.08
5.63,39.22,486.83
13.72,34.03,469.25
13.02,45.51,468.46
8.9,40.77,479.18
26.44,71.73,430.55
27.07,74.87,440.47
27.74,70.32,433.47
31.5,70.32,435.13
21.81,43.77,453.13
15.86,49.69,462.84
20.31,69.94,446.87
23.23,64.69,444.01
18.39,52.08,449.96
30.68,73.67,429.64
29.09,67.07,429.93
27.35,60.75,435.14
28.46,73.67,429.15
31.21,66.44,430.7
18.89,63.09,450
26.71,68.3,436.66
13.52,42.07,464.07
24.17,48.41,442.62
7.67,41.66,485.03
19.44,59.21,448.04
27,69.4,433.83
18.16,43.96,465.26
19.28,65.46,448.91
15.43,38.58,463.44
16.32,43.5,460.07
33.12,68.31,441.13
8.48,38.5,485.29
20.76,70.72,448.85
18.76,52.9,458.26
24.5,60.77,439.91
32.4,68.14,425.91
17.82,65.48,449.21
27.27,67.9,436.64
20.14,65.06,444.84
24.8,65.48,442.02
26.42,71.06,435.6
15.34,41.96,468.33
28.66,50.05,435.94
14.2,52.75,465.48
26.12,75.6,439.68
24.14,62.66,439.93
23.43,54.42,454.86
10.41,36.71,474.2
23.27,60.84,440.22
18.36,53.16,457.94
15.8,40.66,458.55
22.95,63.94,447.13
19.79,60.1,452.41
34.43,68.51,431.39
26.31,68.51,435.91
11.94,44.6,468.53
10.82,39.96,468.57
17.49,40.55,462.37
26.23,59.87,447.16
7.26,41.22,488.75
9.42,41.4,474.75
16.85,39.64,464.2
26.31,52.09,447.04
30.69,69.89,431.01
16.55,39.64,465.29
16.29,50.88,456.28
12.49,38.25,470.63
10.15,41.46,479.32
21.71,58.05,449.38
13.92,44.47,467.29
24.04,51.95,450.07
20.03,69.45,441.54
31.7,76.09,441.36
26,69.88,434.79
25.35,74.33,435.66
24.49,49.82,451.42
24.27,63.87,420.26
24.51,58.79,443.5
12.06,52.72,467.21
18.53,48.98,452.73
18.31,42.23,464.45
24.97,63.86,441.61
10.02,39.96,473.22
25.45,72.24,434.92
26.74,49.02,438.06
23.45,51.95,449.07
11.1,44.85,477.03
24.16,60.29,446.17
5.45,39.04,487.33
24.99,51.43,441.45
18.32,65.94,450.5
21.63,71.85,434.1
8.53,38.18,480.86
28.85,59.27,440.3
23.23,60.32,447.09
4.93,38.44,485.01
18.76,44.71,462.18
25.52,67.17,440.02
12.38,48.04,465.99
16.05,43.14,463.06
26.75,70.32,433.46
30.03,68.84,439.31
24.78,50.16,448.51
26.97,64.45,443.75
27.98,67.17,440.68
26.33,61.41,452.79
11.34,45.17,472.13
18.8,44.78,462.79
5.23,40.78,483.12
10.8,39.28,478.8
19.32,44.71,464.38
33.15,70.4,430.15
12.8,39.16,472.47
19.3,46.93,456.62
26.33,60.06,450.16
30.8,70.94,432.44
21.52,66.51,444.87
18.63,45.87,453.79
16.69,44.78,456.17
12.49,41.62,461.35
32.06,75.33,432.92
8.82,43.56,482.71
25.14,64.63,446.63
21.71,60.27,441.19
19.65,44.89,451.35
22.63,58.96,451.41
11.82,41.67,476.73
18.41,44.89,448.88
32.09,70.4,434.64
33.4,70.8,432.46
11.83,44.21,463.62
6.33,39.33,492.22
15.02,37.64,463.93
28.93,74.78,437.34
14.81,39.58,467.32
13.25,41.62,457.64
18.27,65.94,450.33
23.77,51.43,441.54
12.8,44.34,473.42
13.94,47.83,465.13
16.44,43.96,468.57
29.53,64.44,440.1
29.1,70.4,430.98
6.04,41.14,481.37
25.11,62.26,434.97
17.13,42.86,463.09
20.54,49.15,458.6
14.02,44.47,465.93
10.22,37.83,471.79
31.46,77.17,435.56
23.64,71.25,442.26
26.69,59.21,436.33
25.1,69.89,434.98
6.23,40.96,488.82
13.74,38.73,470.06
27.35,61.47,443.67
26.84,70.36,442.17
23.69,77.54,440.21
21.06,50.59,454.15
12.28,43.67,475.08
22.35,58.59,444.04
6.12,40.81,487.24
32.31,66.44,428.44
9.1,39.42,471.85
12.99,42.34,465.98
25.75,71.14,433.64
22.92,58.62,447.48
12.33,39.28,476.49
13.66,41.67,469.17
22.24,60.07,446.14
13.48,41.26,466.88
26.6,63.07,442.25
31.82,71.29,431.23
18.35,62.1,455.29
31.44,72.86,433.59
19.94,50.78,449.6
18.13,60.1,455.82
12.28,42.34,467.03
18.6,60.1,453.94
21.01,60.1,450.99
27.64,75.6,441.04
13.47,41.14,463.67
7.96,38.91,482.17
16.81,45.87,455.96
22.69,58.46,443.47
25.74,68.94,433.45
5.75,42.07,485.23
29.54,74.99,432.94
27.36,63.31,440.4
11.75,35.76,473.01
12.02,40.66,464.5
31.02,69.51,431.15
20.11,50.78,447.42
12.24,41.62,461.23
29.11,74.78,438.75
12.58,43.67,472.65
25.21,59.21,438.7
25.64,68.08,431.77
15.5,39.16,469.52
28.61,70.36,440.16
6.57,42.07,483.86
29.5,71.14,430.85
27.4,66.48,439.66
22.06,43.43,448.92
23.35,71.77,434.6
6.76,40.62,478.56
20.62,48.41,445.4
27.2,65.18,436.99
24.17,71.25,435.66
12.88,44,470.31
29.23,74.22,428.9
11.62,43.48,468.37
28.41,66.91,440.52
29.25,67.32,437.94
5.43,39.9,487.84
10.28,39.64,477.65
7.95,37.49,479.78
17.33,53.16,459.78
11.02,41.26,471.93
14.41,43.13,467.46
19.69,56.65,456.18
6.65,38.5,491.54
8.88,36.66,480.2
16.46,48.6,449.58
20.2,60.1,451.17
22.87,74.22,438.67
28.83,71.32,437.99
16.7,36.99,464.7
22.36,64.15,453.94
23.96,46.93,450.86
23.19,60.75,439.43
25.65,68.08,435.91
13.22,40.83,472.72
18.75,44.9,452.77
28.02,63.9,444.42
23.09,63.91,447.9
26.21,65.12,444.44
33.8,64.96,427.28
26.45,47.43,442.12
30.82,78.87,432.01
14.22,44.99,460.53
29.45,75.6,437.31
6.99,35.19,480.05
22.43,55.97,443.74
16.57,63.31,454.78
23.75,66.54,436.57
29.05,71.85,428.39
13.28,43.8,466.78
7.76,37.7,480.7
14.93,39.39,468.88
18.5,47.45,450.22
24.35,58.79,448.19
26.66,70.02,439.99
12.05,48.04,464.14
14.79,39.54,469.23
10.33,43.99,474.17
28.23,64.05,442.3
24.91,69.89,438.29
23.82,73.67,438.42
10.44,37.83,474.42
28.74,70.32,431.93
30.7,67.69,429.58
17.12,58.95,451.67
6.71,40.96,486.58
29.08,70.83,430.91
12.48,39.85,477.17
15.92,44.85,467.41
16.37,54.3,459.97
12.05,40.55,472.19
21.55,44.57,446.84
13.52,40.83,470.47
24.21,70.98,441.78
24.87,58.33,440.79
28.55,72.43,430.06
26.93,62.44,435.11
18.59,41.1,459.72
23.59,59.43,440.61
23.83,50.32,445.17
17.86,50.88,457.33
17.01,50.59,463.4
20.04,58.2,448.92
27.32,76.09,443.13
31.13,64.05,439.24
19.69,56.65,454.87
12,39.96,471.42
7.97,38.5,487.19
8.14,41.26,477.57
28.07,68.08,437.65
13.44,40.69,473
14.8,43.99,461.97
16.98,43.99,456.07
15.29,44.88,463.32
19.35,64.15,457.74
21.65,58.18,441.05
22.18,59.39,440.94
28.15,74.9,433.63
7.74,39.96,475.23
26.48,51.43,438.1
27.6,67.25,438.42
10.57,41.26,472.9
23.28,68.28,442.04
14.6,44.47,465.24
30.6,72.29,441.5
25.4,65.34,445.82
16.52,44.88,459.73
10.42,44.85,479.03
15.55,45.09,457.36
14.12,41.39,472.88
16.57,43.7,465.78
34.09,68.51,431.19
22.25,43.79,461.93
21.51,48.92,455.11
5.37,40.07,494.21
26.94,71.14,434.03
22.57,68.3,440.81
24.33,46.93,450.04
21.3,59.39,444.21
30.9,69.4,425.3
16.29,53.82,459.95
12.46,40.73,464.7
28.44,74.93,441.52
17.85,45.64,459.59
25.56,50.05,442.49
23.85,72.43,439.02
19.83,46.33,451.22
24.12,62.44,443.3
22.54,61.27,450.01
8.94,41.38,479.95
16,43.34,461.7
32.83,74.16,432.05
24.6,67.69,440.22
17.9,52.08,451.94
23.81,60.08,450.33
30.55,68.24,426.8
14.39,44.85,465.88
8.36,40.67,489.1
29.03,67.79,444.09
17.68,44.92,458.12
13.51,40.1,470.65
19.11,60.29,454.16
17.46,40.22,461.74
23.7,64.45,451.16
13.68,44.47,469.37
26.39,49.02,438.53
8.05,40.62,477.2
18.4,40.79,461.29
14.75,40.66,463.83
31.66,73.91,431.26
5.28,45.87,479.91
24.42,65.94,439.63
8.68,39.61,486.31
25.68,68.27,434.89
18.19,41.85,466.86
4.44,38.44,486.53
14.42,44.88,462.72
10.57,41.55,475.6
27.83,72.29,445.73
28.94,62.26,436.04
11.02,44.58,481.85
29.05,75.6,439.14
31.37,76.86,431.03
7.54,40.72,485.92
27.57,70.36,441.86
18.81,52.08,450.87
14.54,41.16,463.9
9.55,40.67,486.34
18.55,46.48,452.37
14.59,41.23,466.83
28.7,49.16,439.45
14.63,40,457.09
29.4,57.19,436.92
20.76,57.25,444.85
15.03,35.71,467.61
13.42,40.92,458.49
35.01,74.67,428.48
17.34,47.03,463.89
26.2,72.24,432.65
17.48,44.71,465.61
7.75,38.06,483.56
18.99,59.27,453.4
26.8,49.3,438.56
31.7,69.13,427.95
22.83,41.1,449.99
22.42,62.52,451.64
13.78,39.85,474.9
24.81,60.95,446.09
25.37,58.33,444.46
21.24,44.57,447.03
11.61,39.69,470.78
15.79,49.21,457.7
6.84,41.06,489.96
25.53,71.85,431.26
3.51,35.47,489.07
7,35.77,482.8
12.71,43.8,466.2
25.33,71.73,435.23
30.91,79.74,433.84
17.79,43.52,458.57
32.15,72.29,435.71
16.96,63.31,454.14
26.48,68.14,432.19
19.88,47.03,456.44
16.18,50.88,455.14
10.59,38.38,474.94
17.51,39.54,462.12
23.63,63.57,449.01
24.6,71.73,436.28
28.01,73.18,431.02
23.67,71.77,434.47
15.21,43.5,464.08
9.38,41.44,481.96
14.93,41.79,456.75
28.18,73.03,439.74
24.86,60.77,440.68
12.14,40.83,474.82
31.24,72.39,430.7
25.2,65.59,439.14
27.02,61.86,442.67
27.09,59.15,438.9
13.7,42.86,470.28
6.61,38.91,484.32
10.1,41.79,474.09
23.02,69.94,439.4
23.69,58.05,444.46
22.5,64.69,440.73
19.66,42.18,454.46
24.71,60.77,443.52
15.62,41.23,463.21
15.28,44.58,467.92
20.67,57.5,453.29
20.79,50.66,454.78
24.54,48.41,439.79
25.21,64.63,448.66
34.18,67.9,425.5
29.85,68.24,433.43
18.37,44.89,454.37
19.87,49.69,456.03
25.28,66.25,439.77
13.47,43.34,468.8
13.7,43.22,463.99
20.91,59.14,442.67
19.09,65.94,446.34
9.33,44.03,474.15
10.11,44.85,478.71
28.64,69.23,434.4
29.86,69.34,433.57
24.42,62.66,443.09
13.49,43.41,461.06
30.1,47.93,435.27
9.43,43.69,478.48
24.78,50.78,443.98
20.6,60.08,454.39
14.77,39.16,470.39
17.26,49.78,453.54
24.48,64.45,452.82
25.57,44.05,443.84
11.82,41.17,475.61
25.46,70.32,433.08
23.75,59.07,443.54
24.2,59.43,440.66
27.62,72.43,428.76
14.4,42.18,464.81
14.1,43.34,465.22
6.07,41.14,480.19
17.31,58.49,456.84
9.19,42.44,481.55
17.5,42.44,466.78
20.57,63.78,449.93
12.28,41.49,467.44
22.99,61.02,440.85
28.38,64.05,439.83
17.57,44.06,459.73
8.36,38.91,482.09
4.86,39.4,488.63
16.7,40.56,470.84
6.22,39.33,491.77
27.47,63.78,446.69
21.99,71.85,441.1
24.67,61.5,437.37
8.62,42.49,481.87
18.14,67.71,442.45
20.33,57.76,450.25
26.1,58.9,444.4
4,39.9,490.68
22.26,60.37,441.33
23.57,64.15,450.08
17.7,43.69,462.63
9.47,41.4,480.79
16.69,50.9,460.75
9.82,41.04,473.98
10.78,41.93,478.88
25.63,48.92,439.87
9.29,35.77,475.88
9.86,37.83,472.46
11.37,40.56,478.88
25.79,70.4,437.98
24.93,70.32,436.03
28.41,75.6,440.28
9.25,41.26,473.87
26.49,71.73,431.06
15.98,39.64,467.22
20.77,56.85,442.85
13.69,41.74,471.84
26.03,64.44,445.89
9.43,41.4,474.16
26.37,69.84,428.6
7.64,41.17,488.53
28.76,51.43,449.98
27.84,68.08,436.37
9.42,39.64,478.05
25.08,51.43,446.67
21.73,61.45,442.78
5.18,41.31,485.2
21.17,58.46,446.66
22.52,66.48,435.02
12.76,41.48,461.61
27.71,62.39,435.84
24.66,48.78,449.11
7.2,40.02,480.53
6.14,39.4,485.94
23,60.27,442
13.26,42.99,472.52
22.34,52.84,449.06
12.31,37.73,472.08
23.63,58.98,444.43
23.39,68.51,438.35
28.8,71.77,426.87
23.28,72.24,434.21
28.6,71.22,443.01
15.89,41.7,463.33
15.46,42.07,459.15
22.86,62.4,445.66
20.9,67.07,443.46
17.75,49.25,454.41
25.93,60.29,444.04
23.99,50.32,444.23
18.76,56.53,452.5
7.44,38.5,488.12
25.18,65.06,440.27
9.12,41.49,475.69
20.01,59.87,448.39
30.66,73.77,430
32.2,72.29,432.52
14.77,44.47,464.25
13.48,39.35,470.66
20.64,61.86,447.14
17.42,44.06,456.57
18.76,58.79,453.44
31.16,69.88,433.24
18.05,56.03,459.09
7.29,41.04,474.71
30.36,68.08,429.97
8.81,43.14,481.56
21.17,59.8,455.66
18,43.7,464.26
13.2,44.9,468.92
28.16,70.72,441.37
14.84,43.69,472.07
30.2,70.02,437.48
6.53,42.85,480.98
29.51,75.6,431.18
12.58,39.72,469.38
12.12,38.28,469.59
3.74,35.19,490.5
30.98,71.29,432.99
14.09,44.47,466.53
24.84,56.89,440.36
14.79,44.06,465.77
9.7,40.71,483.19
28.55,65.27,437.62
20.98,42.23,462.27
15.86,39.82,466.89
15.29,41.35,466.27
13.31,42.18,466.56
16.78,39.63,465.97
19.66,45.01,453.45
23.73,59.15,444.07
33.63,77.54,431.81
25.56,69.13,434.48
27.95,77.54,434.7
26.92,67.25,434.05
10.2,41.46,480.11
16.09,65.46,454.88
33.82,77.17,435.58
13.85,44.9,467.2
15.24,39.39,469.79
10.03,43.72,473.26
17.2,58.49,458.5
12.72,40.64,475.73
25.97,70.32,435.27
10.1,40.22,478.43
10.48,37.5,474.57
25.84,69.14,431.35
18.51,48.06,455.44
22.82,60.08,450.86
8.76,40.96,483.79
6.49,39.33,489.22
21.01,50.9,453.99
13.31,40.1,468.74
26.13,71.64,439.73
5.34,39.22,472.66
8.72,40.72,485.3
25.32,71.94,435.06
25.68,58.41,440.78
24.04,60.77,442.25
20.21,60.84,447.73
25.97,57.32,442.73
25.68,46.21,442.98
19.51,66.51,448.04
27.57,71.32,436.61
10.15,41.46,481.31
13.75,41.49,469.02
11.02,41.44,476.68
19.44,39.53,457.09
14.83,53.82,464
25.59,61.5,439.14
27.29,71.32,435.25
31.04,66.54,431.66
28.15,72.24,431.75
25.3,71.29,437.17
10.76,40.78,469.97
6.81,37.49,482.21
25.41,77.54,434.09
9.82,37.83,473.66
15.3,43.67,468.14
12.64,40.69,474.08
12.51,41.92,468.41
17.78,58.95,450.89
28.4,75.23,441.78
7.49,39.81,483.71
11.67,42.74,474.75
28.68,70.32,430.48
10.24,39.28,477.53
22.95,45.61,457.91
7.95,41.26,480.6
5.72,40.81,487.8
24.24,68.3,437.12
30.01,73.18,429.84
9.36,44.03,474.68
22.44,63.86,447.3
21.39,64.27,445.12
26.78,66.54,440
16.76,45.09,458.67
10.12,43.72,473.05
19.84,65.48,449.85
28.32,66.54,436.42
8.25,41.26,475.17
24.2,68.67,444.09
28.32,71.32,433.82
22.29,61.27,449.81
29.05,69.71,434.05
17.34,46.48,452.06
17.25,39.39,465.74
13.82,42.32,463.06
27.05,77.95,434.09
15.99,43.5,460.7
26.01,58.41,443.74
31.31,67.48,440.38
25.57,65.46,444.46
16.74,38.01,463.61
20.35,56.53,456.04
6.71,39.37,487.05
12.84,39.54,468.22
29.57,67.83,427.62
20.46,51.43,456.7
29.29,71.14,432.58
10.13,38.16,474.92
26.93,59.54,437.58
14.39,43.56,469.35
5.18,40.27,489.1
20.1,57.17,452.67
8.53,43.14,480.08
24.1,52.84,444.69
9.29,34.03,483.74
22.07,58.95,442.4
23.57,61.47,435.82
20.45,59.8,452.96
9.97,41.62,464.86
26.62,76.2,437.81
27.11,69.59,437.2
19.51,48.78,453.27
18.01,54.9,455.91
14.41,40.71,467.01
24.66,72.24,434.33
10.59,41.54,477.05
12.28,40.55,472.47
11.19,40.64,472.86
14.62,42.86,470.79
10.05,37.14,474.16
24.91,71.29,437.03
30.96,69.82,438.74
30.31,74.16,436.23
17.47,43.77,456.41
30.36,71.8,437.4
25.06,44.57,443.66
20.57,42.8,460.43
17.79,46.21,448.74
18.51,50.9,459.11
13.21,40.56,475.86
30.24,68.3,431.82
24.4,67.45,435.47
8.72,40.02,477.86
11.16,40.96,478.3
20.28,48.78,451.59
8.57,41.17,484.2
31.2,73.17,431.23
21.83,63.07,443.1
14.43,44.47,466.56
31.35,70.8,432.19
12.27,41.17,475.13
10.09,41.62,463.86
5.24,38.68,486.67
7.14,39.4,482.82
6.63,39.42,482.02
27.37,65.06,440.5
30.39,71.8,435.82
15.75,47.45,451.5
28.82,71.43,443.68
24,75.23,443.78
28.17,72.43,428.88
27.2,78.05,430.55
30.08,68.14,425.27
9.65,41.03,481.68
28.15,70.72,436.19
27.21,68.12,435.2
14.65,41.92,464.95
32.18,65.74,435.58
7.57,41.14,477.8
27.2,49.16,440.57
25.89,59.22,445.75
25.01,66.56,435.73
26.68,68.08,433.04
17.72,50.9,456.4
28.62,70.94,432.71
27.06,61.41,452.85
24.27,74.99,438.26
32.15,69.98,429.86
17.08,38.58,461.49
22.08,45.61,456.71
13.27,52.75,464.82
30.24,68.24,426.25
13.13,40.75,472.5
26.2,63.56,442.4
9.74,41.01,465.8
23.83,58.79,444.34
24.49,60.27,440.87
26.66,64.27,437.87
14.42,44.66,461.34
10.76,44.58,483.54
21.79,58.2,446.94
9.51,38.38,474.93
11.06,41.16,467.46
27.69,69.71,440.43
20.48,39.72,455.58
22.03,64.79,450.25
5.81,45.87,479.66
12.23,41.58,464.45
6.29,40.78,478.29
24.64,58.79,444.26
24.05,67.83,442.53
11.06,36.71,473.85
32.49,71.32,433.59
19.69,57.32,449.59
23.82,44.89,445.45
11,40.23,475.9
10.15,41.14,473.56
23.41,74.99,442.51
19.31,67.71,446.23
30.34,68.08,428.34
25.2,57.5,446.26
28.26,69.23,436.31
23.39,73.5,441.18
5.98,39.61,482.17
29.62,73.18,427.22
22.59,70.32,437.39
21.53,58.05,447.93
15.86,38.62,462.58
12.36,40.56,474.71
21.09,59.8,451.98
25.07,60.27,439.52
31.12,67.69,425.21
30.27,64.69,435.67
19.48,63.09,449.6
12.95,43.71,469.15
23.62,67.45,439.45
18.93,67.71,444.55
14.57,42.18,465.75
22.75,57.76,452.33
25.5,67.83,437.49
29.67,66.51,434.8
25.88,69.13,426.14
14.57,39.28,469.27
13.44,42.34,459.6
18.67,44.06,454.51
29.53,71.97,434.96
18.31,52.9,459.61
13.09,41.62,457.29
26.56,52.3,439.25
10.46,37.5,472.16
20.73,41.1,456.44
28.82,77.24,433.69
28.52,70.72,437.72
16.13,53.82,459.16
22.82,64.63,449.34
22.84,67.32,438.36
30.56,69.04,442.24
29.9,74.99,436.77
8.47,41.03,485.1
27.89,70.94,435.21
12.12,41.17,470.67
20.42,45.01,451.28
33.2,73.88,438.12
23.62,56.85,442.96
14.79,46.48,462.55
19.94,44.63,455.58
17.16,53.16,456.93
8.67,40.77,479.23
21.41,56.9,441.41
7.93,42.28,484.75
29.7,67.17,438.04
15.84,41.04,456.21
25.63,69.89,434.47
5.71,45.87,482.49
25.31,67.9,440.36
29.65,72.86,434.67
20,69.48,448.79
13.78,41.16,460.44
14.14,43.34,464.36
23.65,71.98,434.11
15.33,43.13,466.86
26.98,43.77,446.05
29.29,70.36,431.26
30.85,68.94,426.1
11.35,38.91,474.22
30.26,59.22,442.98
28.16,71.94,430.46
34.03,73.56,440.29
20.15,58.59,443.85
17.01,50.9,460.14
9.88,40.71,471.8
12.71,41.39,475.13
30.89,74.87,432.68
10.84,40.27,479.22
27.34,59.87,448.26
14.81,44.88,464.65
18.2,45.01,452.21
22.7,60.84,438.59
22.43,63.94,444.53
30,61.5,435.6
25.72,59.21,437.72
20.88,56.85,440.08
28.31,66.17,444.51
12.42,41.58,466.05
21.35,58.16,452.83
26.66,73.56,433.62
16.61,45.87,455.86
17.14,58.16,458.61
20.98,42.23,461.9
13.41,54.3,467.88
11.99,49.83,468.22
17.27,44.9,454.19
22.58,59.14,439.78
18.89,58.66,453.33
22.41,70.98,441.51
24.06,69.94,436.88
30.37,76.09,435.01
13.42,41.74,473.45
10.63,42.28,474.97
10.94,25.36,470.9
31,77.95,431.62
8.47,41.26,477.14
18.33,52.08,448.23
28.43,69.59,439.26
24.97,58.95,440.03
10.5,39.28,480.92
27.35,77.95,437.61
25.06,64.63,446.57
29.39,68.24,427.96
24.18,58.49,445.49
15.75,39.99,464.95
10.32,42.02,472.16
17.36,39.53,456.57
12.27,41.17,475.13
15.11,40.71,465.42
22.2,63.94,445.6
22.88,59.21,440.25
28.96,75.23,439.03
5.35,35.57,488.65
20.2,64.45,452.33
11.01,37.5,474.36
15.5,44.92,462.12
20.19,62.26,443.58
24.95,64.33,440.97
19.7,51.3,454.94
28.57,65.27,440.51
8.07,41.01,474.09
19.68,68.28,452.47
8.64,38.56,484.45
10.53,37.5,472.32
23.53,50.05,443.71
24.9,67.25,433.71
5.01,39.4,475.34
22.66,69.84,439.06
29.76,57.19,436.21
26.3,61.41,448.55
30.17,74.22,432
8.02,40.23,484.22
19.12,50.16,451.49
14.87,42.18,465.89
9.71,42.44,481.03
24.33,77.54,435.38
7.17,39.4,484.33
24.61,62.96,445.79
23.48,66.44,443.21
23.7,70.32,439.59
25.44,69.59,433.97
17.46,62.1,451.06
22.97,62.4,445.3
26.22,49.82,454.2
23.27,68.28,444.86
11.76,41.58,465.45
14.02,40.1,467.32
16.65,49.69,460.03
